Fecha,Ruta,Efectivo,Tarifa Incompleta,Overpay,Monto Pasajes,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error,Monto Total Efectivo,Monto Total Tarjetas,Pasajes Efectivo,Pasajes Tarjeta Gral,Pasajes Tarjeta Per,Pasajes Bpd,Total Pasajes Tarjeta,Total Pasajes
2021-01-09,A13,1054.0,0.0,56.5,997.5,380.0,99.75,0.0,0.0,0.0,1054.0,479.75,105,99,21,0,120,225
2021-01-09,A14,426.5,0.0,18.0,408.5,66.5,33.25,0.0,0.0,0.0,426.5,99.75,43,7,7,0,14,57
2021-01-09,A15,1207.5,0.0,58.0,1149.5,750.5,152.0,0.0,0.0,0.0,1207.5,902.5,121,162,32,0,194,315
2021-01-09,A16,7683.0,0.0,387.0,7296.0,2147.0,546.25,0.0,0.0,0.0,7683.0,2693.25,768,300,137,0,437,1205
2021-01-09,A17,1130.0,0.0,47.0,1083.0,579.5,180.5,0.0,0.0,0.0,1130.0,760.0,114,111,38,0,149,263
2021-01-09,A18,11801.0,0.0,553.0,11248.0,5225.0,769.5,0.0,0.0,0.0,11801.0,5994.5,1184,844,164,0,1008,2192
2021-01-09,A19,22677.5,0.0,1084.0,21593.5,8312.5,1125.75,0.0,0.0,0.0,22677.5,9438.25,2273,1457,251,0,1708,3981
2021-01-09,A20,11625.5,0.0,615.0,11010.5,4493.5,541.5,0.0,0.0,0.0,11625.5,5035.0,1159,834,122,0,956,2115
2021-01-10,A03,2063.0,0.0,96.5,1966.5,703.0,251.75,0.0,0.0,0.0,2063.0,954.75,207,116,55,0,171,378
2021-01-10,A05,1913.0,0.0,89.0,1824.0,541.5,166.25,0.0,0.0,0.0,1913.0,707.75,192,87,35,0,122,314
2021-01-10,A06,2874.5,0.0,119.5,2755.0,1016.5,280.25,0.0,0.0,0.0,2874.5,1296.75,290,200,59,0,259,549
2021-01-10,A07,1193.0,0.0,53.0,1140.0,418.0,147.25,0.0,0.0,0.0,1193.0,565.25,120,82,31,0,113,233
2021-01-10,A08,9256.5,0.0,450.0,8806.5,1871.5,356.25,0.0,0.0,0.0,9256.5,2227.75,927,320,79,0,399,1326
2021-01-10,A09,850.5,0.0,33.5,817.0,114.0,23.75,0.0,0.0,0.0,850.5,137.75,86,18,5,0,23,109
2021-01-10,A13,1140.0,0.0,57.0,1083.0,351.5,123.5,0.0,0.0,0.0,1140.0,475.0,114,50,26,0,76,190
2021-01-10,A14,1507.5,0.0,63.5,1444.0,142.5,114.0,0.0,0.0,0.0,1507.5,256.5,152,15,24,0,39,191
2021-01-10,A15,1585.5,0.0,65.5,1520.0,598.5,161.5,0.0,0.0,0.0,1585.5,760.0,160,126,34,0,160,320
2021-01-10,A16,4659.0,0.0,232.0,4427.0,1140.0,413.25,0.0,0.0,0.0,4659.0,1553.25,466,169,98,0,267,733
2021-01-10,A17,898.5,0.0,43.5,855.0,266.0,52.25,0.0,0.0,0.0,898.5,318.25,90,37,11,0,48,138
2021-01-10,A18,6406.0,0.0,316.5,6089.5,1995.0,332.5,0.0,0.0,0.0,6406.0,2327.5,641,325,74,0,399,1040
2021-01-10,A19,24624.0,0.0,1130.5,23493.5,6412.5,726.75,0.0,0.0,0.0,24624.0,7139.25,2473,1055,174,0,1229,3702
2021-01-10,A20,6686.5,0.0,369.0,6317.5,1957.0,308.75,0.0,0.0,0.0,6686.5,2265.75,665,358,68,0,426,1091
2021-01-11,A03,4579.5,1.0,209.5,4370.0,1881.0,384.75,0.0,0.0,0.0,4580.5,2265.75,460,363,87,0,450,910
2021-01-11,A06,4194.5,0.0,195.0,3999.5,2004.5,513.0,0.0,0.0,0.0,4194.5,2517.5,421,419,108,0,527,948
2021-01-11,A07,1069.0,0.0,43.0,1026.0,351.5,152.0,0.0,0.0,0.0,1069.0,503.5,108,80,33,0,113,221
2021-01-11,A08,15817.5,2.0,712.5,15105.0,5396.0,1021.25,0.0,0.0,0.0,15819.5,6417.25,1590,1112,245,0,1357,2947
2021-01-11,A09,512.5,0.0,28.0,484.5,104.5,14.25,0.0,0.0,0.0,512.5,118.75,51,18,3,0,21,72
2021-01-11,A13,1100.5,0.0,65.0,1035.5,351.5,109.25,0.0,0.0,0.0,1100.5,460.75,109,128,23,0,151,260
2021-01-11,A14,2109.0,0.0,95.0,2014.0,294.5,123.5,0.0,0.0,0.0,2109.0,418.0,212,33,26,0,59,271
2021-01-11,A15,1806.5,0.0,87.0,1719.5,1282.5,266.0,0.0,0.0,0.0,1806.5,1548.5,181,297,56,0,353,534
2021-01-11,A16,9705.0,1.5,442.5,9262.5,3315.5,1092.5,0.0,0.0,0.0,9706.5,4408.0,975,600,249,0,849,1824
2021-01-11,A17,645.0,0.0,27.5,617.5,418.0,175.75,0.0,0.0,0.0,645.0,593.75,65,105,37,0,142,207
2021-01-11,A18,11075.5,0.0,540.0,10535.5,5690.5,802.75,0.0,0.0,0.0,11075.5,6493.25,1109,927,180,0,1107,2216
2021-01-11,A19,32427.5,0.0,1476.5,30951.0,10773.0,1410.75,0.0,0.0,0.0,32427.5,12183.75,3258,2040,367,0,2407,5665
2021-01-11,A20,10799.5,0.0,520.5,10279.0,5690.5,707.75,0.0,0.0,0.0,10799.5,6398.25,1082,986,165,0,1151,2233
2021-01-12,A03,4165.0,200.5,184.5,3980.5,1805.0,280.25,0.0,0.0,0.0,4365.5,2085.25,419,343,68,0,411,830
2021-01-12,A06,5240.5,318.0,224.5,5016.0,2356.0,513.0,0.0,0.0,0.0,5558.5,2869.0,528,557,122,0,679,1207
2021-01-12,A08,15436.5,845.5,730.5,14706.0,6982.5,1154.25,0.0,0.0,0.0,16282.0,8136.75,1548,1268,258,0,1526,3074
2021-01-12,A09,595.5,38.0,25.5,570.0,123.5,14.25,0.0,0.0,0.0,633.5,137.75,60,26,3,0,29,89
2021-01-12,A13,566.5,47.5,25.0,541.5,342.0,76.0,0.0,0.0,0.0,614.0,418.0,57,53,17,0,70,127
2021-01-12,A14,1585.0,55.5,65.0,1520.0,275.5,114.0,0.0,0.0,0.0,1640.5,389.5,160,29,24,0,53,213
2021-01-12,A15,3282.0,85.0,147.0,3135.0,1928.5,508.25,0.0,0.0,0.0,3367.0,2436.75,330,521,107,0,628,958
2021-01-12,A16,8239.5,472.0,373.5,7866.0,2878.5,988.0,0.0,0.0,0.0,8711.5,3866.5,828,410,216,0,626,1454
2021-01-12,A17,487.0,23.5,21.5,465.5,266.0,156.75,0.0,0.0,0.0,510.5,422.75,49,40,33,0,73,122
2021-01-12,A18,7601.0,561.5,343.0,7258.0,4009.0,603.25,0.0,0.0,0.0,8162.5,4612.25,764,691,133,0,824,1588
2021-01-12,A19,32070.5,1430.5,1499.5,30571.0,12711.0,1520.0,0.0,0.0,0.0,33501.0,14231.0,3218,2443,373,0,2816,6034
2021-01-12,A20,7928.0,671.5,404.0,7524.0,4940.0,384.75,0.0,0.0,0.0,8599.5,5324.75,792,902,96,0,998,1790
2021-01-13,A03,5395.0,338.5,265.0,5130.0,1577.0,323.0,0.0,0.0,0.0,5733.5,1900.0,540,353,77,0,430,970
2021-01-13,A06,3693.5,139.5,169.0,3524.5,2869.0,536.75,0.0,0.0,0.0,3833.0,3405.75,371,605,126,0,731,1102
2021-01-13,A08,10205.0,704.0,496.0,9709.0,4313.0,679.25,0.0,0.0,0.0,10909.0,4992.25,1022,771,157,0,928,1950
