Fecha,Unidad,Total Viajes,Total Vueltas,Km Programados,Km Vacios,Km Realizados
01/03/2024,AM-36     ,557,278.5,8819.38,1085.81,7733.57
01/03/2024,AM-37     ,1116,558,5285.49,773.1,4512.39
01/03/2024,AM-38     ,1163,581.5,5326.39,758.7,4567.69
01/03/2024,AM-40     ,1014,507,5108.7,728.47,4380.23
01/03/2024,AM-41     ,1755,877.5,7209.36,402.55,6806.81
01/03/2024,AM-42     ,1172,586,5405.18,254,5151.18
01/03/2024,AM-43     ,339,169.5,4080.69,439.45,3641.24
01/03/2024,AM-44     ,561,280.5,11621.7,1484.31,10137.39
01/03/2024,AM-45     ,629,314.5,17088.87,1635.7,15453.17
01/03/2024,AM-46     ,672,336,6578.97,776.1,5802.87
01/03/2024,AM-47     ,1508,754,5810.94,216.2,5594.74
01/03/2024,AM-48     ,1350,675,7660.56,435.45,7225.11
01/03/2024,AM-49     ,1226,613,4534.45,18,4516.45
01/03/2024,AM-50     ,1249,624.5,5097.85,22.4,5075.45
01/03/2024,AM-51     ,1392,696,5246.35,21.2,5225.15
01/03/2024,AM-52     ,1105,552.5,3875.1,14,3861.1
01/03/2024,AM-53     ,1786,893,6135.4,165,5970.4
01/03/2024,AM-54     ,963,481.5,3794.15,16,3778.15
01/03/2024,AM-55     ,178,89,611.5,16.5,595
01/03/2024,AM-56     ,326,163,9784.7,858.45,8926.25
01/03/2024,AM-57     ,549,274.5,15992.59,1019.9,14972.69
01/03/2024,AM-58     ,460,230,12390.5,1528.5,10862
01/03/2024,AM-59     ,400,200,11536.7,1252.4,10284.3
01/03/2024,AM-60     ,441,220.5,9684.26,1276.25,8408.01
01/03/2024,AM-61     ,10,5,113.6,11.36,102.24
01/03/2024,AM-62     ,288,144,9216,928,8288
01/03/2024,AM-64     ,596,298,6343.43,705.93,5637.5
01/03/2024,AM-65     ,599,299.5,6516.6,801.7,5714.9
01/03/2024,AM-66     ,619,309.5,6612.64,747.76,5864.88
01/03/2024,AM-67     ,608,304,6362.28,713.24,5649.04
01/03/2024,AM-68     ,419,209.5,13151.34,2338.8,10812.54
01/03/2024,AM-69     ,466,233,14848.8,2656.8,12192
01/03/2024,AM-70     ,201,100.5,5706,504.45,5201.55
01/03/2024,AM-71     ,470,235,14850.4,1474.4,13376
01/03/2024,AM-72     ,217,108.5,5507.83,379.15,5128.68
01/03/2024,AM-73     ,174,87,3550.1,410.5,3139.6
01/03/2024,AM-74     ,270,135,7958.67,616.4,7342.27
01/03/2024,AM-75     ,157,78.5,3240.15,344.3,2895.85
01/03/2024,AM-76     ,74,37,1659.1,177,1482.1
01/03/2024,AM-77     ,106,53,2950.8,296.1,2654.7
01/03/2024,TM-001    ,598,299,8657.6,33.6,8624
01/03/2024,TM-002    ,413,206.5,6014,46,5968
01/03/2024,TM-003    ,289,144.5,4181.6,21.6,4160
01/03/2024,TM-004    ,485,242.5,7073.2,81.2,6992
01/03/2024,TM-005    ,540,270,7771.2,59.2,7712
01/03/2024,TM-006    ,14,7,192.8,0.8,192
01/03/2024,TM-007    ,603,301.5,8748,60,8688
01/03/2024,TM-008    ,569,284.5,8188.4,60.4,8128
01/03/2024,TM-009    ,537,268.5,7838,46,7792
01/03/2024,TM-010    ,568,284,8250.4,58.4,8192
01/03/2024,TM-011    ,13,6.5,192.4,0.4,192
01/03/2024,TM-012    ,292,146,4198.8,38.8,4160
01/03/2024,TM-013    ,524,262,7551.6,31.6,7520
01/03/2024,TM-014    ,427,213.5,6176.8,16.8,6160
01/03/2024,TM-015    ,76,38,1091.2,3.2,1088
01/03/2024,TM-016    ,351,175.5,5064.8,40.8,5024
01/03/2024,TM-018    ,576,288,8378.4,58.4,8320
01/03/2024,TM-019    ,526,263,7589.2,21.2,7568
01/03/2024,TM-021    ,9,4.5,128.4,0.4,128
01/03/2024,TM-022    ,593,296.5,8526,78,8448
01/03/2024,TM-023    ,410,205,6008.8,40.8,5968
01/03/2024,TM-024    ,369,184.5,5404,60,5344
01/03/2024,TM-025    ,504,252,7324.4,76.4,7248
01/03/2024,TM-026    ,584,292,8142.8,30.8,8112
01/03/2024,TM-027    ,477,238.5,6903.6,55.6,6848
01/03/2024,TM-028    ,583,291.5,8504.4,72.4,8432
01/03/2024,TM-029    ,287,143.5,4196.4,20.4,4176
01/03/2024,TM-030    ,534,267,7711.6,111.6,7600
01/03/2024,TM-031    ,554,277,8024.8,72.8,7952
01/03/2024,TM-032    ,497,248.5,7160.8,40.8,7120
01/03/2024,TM-033    ,565,282.5,8111.6,95.6,8016
01/03/2024,TM-034    ,557,278.5,8068.8,68.8,8000
01/03/2024,TM-036    ,15,7.5,224.4,0.4,224
01/03/2024,TM-038    ,514,257,7464,40,7424
01/03/2024,TM-039    ,556,278,8135.2,87.2,8048
01/03/2024,TM-040    ,559,279.5,8070,86,7984
01/03/2024,TM-041    ,535,267.5,7775.2,63.2,7712
01/03/2024,TM-045    ,23,11.5,321.2,1.2,320
01/03/2024,TM-046    ,291,145.5,4193.6,401.6,3792
01/03/2024,TM-047    ,447,223.5,6504.4,248.4,6256
01/03/2024,TM-048    ,414,207,6049.2,193.2,5856
01/03/2024,TM-049    ,473,236.5,6890,202,6688
01/03/2024,TM-050    ,341,170.5,4892.4,92.4,4800
01/03/2024,TM-051    ,455,227.5,6645.6,149.6,6496
01/03/2024,TM-052    ,477,238.5,7000.4,184.4,6816
01/03/2024,TM-053    ,536,268,7879.2,151.2,7728
01/03/2024,TM-054    ,490,245,7137.6,161.6,6976
01/03/2024,TM-055    ,459,229.5,6642.8,210.8,6432
01/03/2024,TM-056    ,489,244.5,7131.6,171.6,6960
01/03/2024,TM-057    ,297,148.5,4357.2,53.2,4304
01/03/2024,TM-058    ,498,249,7260.8,124.8,7136
01/03/2024,TM-059    ,493,246.5,7227.2,187.2,7040
01/03/2024,TM-060    ,527,263.5,7682.8,162.8,7520
01/03/2024,TM-071    ,8,4,91.2,11.2,80
01/03/2024,TM-072    ,412,206,5928.8,88.8,5840
01/03/2024,TM-073    ,492,246,7158.4,102.4,7056
01/03/2024,TM-074    ,210,105,3084,44,3040
01/03/2024,TM-075    ,74,37,1100.8,28.8,1072
01/03/2024,TM-076    ,9,4.5,128.4,0.4,128
01/04/2024,AM-01     ,1559,779.5,7407.09,246,7161.09
01/04/2024,AM-02     ,1425,712.5,7108.76,209.4,6899.36
01/04/2024,AM-03     ,523,261.5,5665.19,690,4975.19
01/04/2024,AM-04     ,701,350.5,8342.25,989.95,7352.3
01/04/2024,AM-043    ,10,5,210.2,59.4,150.8
01/04/2024,AM-05     ,767,383.5,7337.58,549.21,6788.37
01/04/2024,AM-06     ,685,342.5,7060.51,765.35,6295.16
01/04/2024,AM-066    ,1,0.5,32,0,32
01/04/2024,AM-069    ,12,6,352.4,0.4,352
01/04/2024,AM-07     ,461,230.5,8713.87,1733.15,6980.72
01/04/2024,AM-08     ,1091,545.5,7766.65,1156.35,6610.3
01/04/2024,AM-09     ,398,199,8737.3,2709.7,6027.6
01/04/2024,AM-10     ,381,190.5,7810.5,1882.3,5928.2
01/04/2024,AM-11     ,302,151,5569.42,140.2,5429.22
01/04/2024,AM-12     ,1036,518,5787.01,1084.2,4702.81
01/04/2024,AM-13     ,557,278.5,10651.7,2850.48,7801.22
01/04/2024,AM-14     ,756,378,7327.45,701.6,6625.85
01/04/2024,AM-15     ,515,257.5,15875.1,1684.35,14190.75
01/04/2024,AM-16     ,375,187.5,8062.65,1600.4,6462.25
01/04/2024,AM-17     ,419,209.5,8747,2124.6,6622.4
01/04/2024,AM-18     ,485,242.5,9667.62,2430.51,7237.11
01/04/2024,AM-19     ,437,218.5,8649.46,2098.05,6551.41
01/04/2024,AM-20     ,453,226.5,9527.49,2629.33,6898.16
01/04/2024,AM-21     ,376,188,8401.33,2818.7,5582.63
01/04/2024,AM-22     ,509,254.5,11531.46,4456.21,7075.25
01/04/2024,AM-23     ,419,209.5,8749.47,2671.2,6078.27
01/04/2024,AM-24     ,502,251,8072.54,2406.52,5666.02
01/04/2024,AM-25     ,458,229,9879.93,1892.2,7987.73
01/04/2024,AM-26     ,577,288.5,8134.17,2040.42,6093.75
01/04/2024,AM-27     ,423,211.5,6120.03,795.54,5324.49
01/04/2024,AM-28     ,697,348.5,9710.03,2169.11,7540.92
01/04/2024,AM-29     ,483,241.5,7402.43,1067.33,6335.1
01/04/2024,AM-30     ,518,259,7947.85,2287.81,5660.04
01/04/2024,AM-31     ,652,326,9300.05,1751.22,7548.83
01/04/2024,AM-32     ,588,294,8683.29,1788.59,6894.7
01/04/2024,AM-33     ,570,285,8464.28,1214.82,7249.46
01/04/2024,AM-34     ,568,284,18049.6,2497.6,15552
01/04/2024,AM-35     ,107,53.5,2100,30,2070
01/04/2024,AM-36     ,557,278.5,9998.46,1887.7,8110.76
01/04/2024,AM-37     ,763,381.5,4025.54,564.41,3461.13
01/04/2024,AM-38     ,1022,511,4772.2,704.65,4067.55
01/04/2024,AM-39     ,321,160.5,5880.22,94,5786.22
01/04/2024,AM-40     ,1001,500.5,4823.29,679.2,4144.09
01/04/2024,AM-41     ,1260,630,5676.13,267.61,5408.52
01/04/2024,AM-42     ,1506,753,6118.36,408.94,5709.42
01/04/2024,AM-43     ,402,201,8106.61,1743.01,6363.6
01/04/2024,AM-44     ,467,233.5,10154.54,1441.05,8713.49
01/04/2024,AM-45     ,676,338,20904.35,2510.8,18393.55
01/04/2024,AM-46     ,555,277.5,11066.2,2354.86,8711.34
01/04/2024,AM-47     ,1654,827,7203.16,475.84,6727.32
01/04/2024,AM-48     ,1716,858,6627.22,265.9,6361.32
01/04/2024,AM-49     ,1264,632,4960.4,23.2,4937.2
01/04/2024,AM-50     ,1424,712,5440,25.2,5414.8
01/04/2024,AM-51     ,1424,712,5494.5,26.4,5468.1
01/04/2024,AM-52     ,1811,905.5,6850.5,164.3,6686.2
01/04/2024,AM-53     ,733,366.5,5747.9,545.9,5202
01/04/2024,AM-54     ,499,249.5,2413.65,43.3,2370.35
01/04/2024,AM-55     ,721,360.5,5652.4,535.6,5116.8
01/04/2024,AM-56     ,466,233,13119.52,2199.8,10919.72
01/04/2024,AM-57     ,646,323,20102.1,1667.2,18434.9
01/04/2024,AM-58     ,485,242.5,14094.53,2254.24,11840.29
01/04/2024,AM-59     ,621,310.5,19564.37,2781.67,16782.7
01/04/2024,AM-60     ,613,306.5,5617.14,967.58,4649.56
01/04/2024,AM-61     ,350,175,6850,100,6750
01/04/2024,AM-62     ,441,220.5,12685.75,1734.6,10951.15
01/04/2024,AM-63     ,217,108.5,4247,62,4185
01/04/2024,AM-64     ,550,275,6387.92,1126.87,5261.05
01/04/2024,AM-65     ,640,320,6653.1,819.32,5833.78
01/04/2024,AM-66     ,547,273.5,5984.71,823.66,5161.05
01/04/2024,AM-67     ,613,306.5,6981.14,1020.1,5961.04
01/04/2024,AM-68     ,561,280.5,17825.6,2465.6,15360
01/04/2024,AM-69     ,486,243,15394,2658,12736
01/04/2024,AM-70     ,410,205,12627.5,1001.4,11626.1
01/04/2024,AM-71     ,427,213.5,13442.8,1698.8,11744
01/04/2024,AM-72     ,251,125.5,7395.6,957.6,6438
01/04/2024,AM-73     ,204,102,4985.1,1863.05,3122.05
01/04/2024,AM-74     ,252,126,7705.2,1247.2,6458
01/04/2024,AM-75     ,134,67,3244.55,1194.15,2050.4
01/04/2024,AM-76     ,42,21,1127.7,506.1,621.6
01/04/2024,AM-77     ,64,32,1927.35,368.55,1558.8
01/04/2024,TM-001    ,108,54,1570.8,34.8,1536
01/04/2024,TM-002    ,613,306.5,8918.8,22.8,8896
01/04/2024,TM-003    ,462,231,6731.2,27.2,6704
01/04/2024,TM-004    ,605,302.5,8831.2,79.2,8752
01/04/2024,TM-005    ,542,271,7970.4,34.4,7936
01/04/2024,TM-007    ,576,288,8393.6,41.6,8352
01/04/2024,TM-008    ,487,243.5,7073.6,65.6,7008
01/04/2024,TM-009    ,172,86,2502.4,6.4,2496
01/04/2024,TM-010    ,497,248.5,7146,74,7072
01/04/2024,TM-011    ,13,6.5,192.4,0.4,192
01/04/2024,TM-012    ,327,163.5,4795.2,11.2,4784
01/04/2024,TM-013    ,368,184,5310.4,78.4,5232
01/04/2024,TM-014    ,416,208,5979.6,27.6,5952
01/04/2024,TM-015    ,419,209.5,6084.4,36.4,6048
01/04/2024,TM-016    ,582,291,8479.6,31.6,8448
01/04/2024,TM-017    ,372,186,5426,34,5392
01/04/2024,TM-018    ,610,305,8880.8,32.8,8848
01/04/2024,TM-019    ,284,142,4117.2,21.2,4096
01/04/2024,TM-020    ,3,1.5,32.4,0.4,32
01/04/2024,TM-022    ,484,242,7026.4,18.4,7008
01/04/2024,TM-023    ,517,258.5,7522,50,7472
01/04/2024,TM-024    ,468,234,6780.8,44.8,6736
01/04/2024,TM-025    ,493,246.5,7128.4,56.4,7072
01/04/2024,TM-026    ,415,207.5,5636,36,5600
01/04/2024,TM-027    ,198,99,2866,18,2848
01/04/2024,TM-028    ,507,253.5,7412,100,7312
01/04/2024,TM-029    ,621,310.5,9076,100,8976
01/04/2024,TM-030    ,561,280.5,8190.8,46.8,8144
01/04/2024,TM-031    ,554,277,8009.6,89.6,7920
01/04/2024,TM-032    ,651,325.5,9500,44,9456
01/04/2024,TM-033    ,500,250,7256,56,7200
01/04/2024,TM-034    ,567,283.5,8229.6,21.6,8208
01/04/2024,TM-038    ,482,241,6879.2,95.2,6784
01/04/2024,TM-039    ,312,156,4559.6,31.6,4528
01/04/2024,TM-040    ,551,275.5,8051.6,19.6,8032
01/04/2024,TM-041    ,515,257.5,7542.4,38.4,7504
01/04/2024,TM-046    ,314,157,4620.4,332.4,4288
01/04/2024,TM-047    ,349,174.5,5108.4,100.4,5008
01/04/2024,TM-048    ,332,166,4716,284,4432
01/04/2024,TM-049    ,421,210.5,6054,198,5856
01/04/2024,TM-050    ,413,206.5,6044.8,268.8,5776
01/04/2024,TM-051    ,561,280.5,8028,172,7856
01/04/2024,TM-052    ,505,252.5,7351.6,135.6,7216
01/04/2024,TM-053    ,502,251,7293.6,125.6,7168
01/04/2024,TM-054    ,572,286,8406.4,150.4,8256
01/04/2024,TM-055    ,498,249,7273.6,249.6,7024
01/04/2024,TM-056    ,538,269,7827.2,147.2,7680
01/04/2024,TM-057    ,342,171,5050.8,90.8,4960
01/04/2024,TM-058    ,407,203.5,5943.6,215.6,5728
01/04/2024,TM-059    ,378,189,5537.6,113.6,5424
01/04/2024,TM-060    ,552,276,8070.8,230.8,7840
01/04/2024,TM-071    ,10,5,144.4,0.4,144
01/04/2024,TM-072    ,509,254.5,7458.8,146.8,7312
01/04/2024,TM-073    ,467,233.5,6801.2,97.2,6704
01/04/2024,TM-074    ,246,123,3627.6,75.6,3552
01/04/2024,TM-075    ,259,129.5,3764.8,52.8,3712
01/04/2024,TM-076    ,228,114,3346,98,3248
01/05/2024,AM-01     ,1513,756.5,6820.7,69.5,6751.2
01/05/2024,AM-02     ,1380,690,6761.57,180.75,6580.82
01/05/2024,AM-03     ,720,360,7339.04,626.5,6712.54
01/05/2024,AM-04     ,532,266,6363.69,632.31,5731.38
01/05/2024,AM-05     ,757,378.5,7192.92,610.2,6582.72
01/05/2024,AM-06     ,743,371.5,7333.41,694.36,6639.05
01/05/2024,AM-067    ,10,5,113.6,11.36,102.24
01/05/2024,AM-07     ,353,176.5,6522.65,906.85,5615.8
01/05/2024,AM-08     ,945,472.5,8095.13,489.4,7605.73
01/05/2024,AM-09     ,499,249.5,9161.28,874,8287.28
01/05/2024,AM-10     ,487,243.5,8821.71,699.98,8121.73
01/05/2024,AM-11     ,361,180.5,7056.5,104,6952.5
01/05/2024,AM-12     ,883,441.5,5301.02,538.06,4762.96
01/05/2024,AM-13     ,577,288.5,10547.96,1164.15,9383.81
01/05/2024,AM-14     ,771,385.5,7687.43,685.95,7001.48
01/05/2024,AM-15     ,488,244,13921.28,1180.1,12741.18
01/05/2024,AM-16     ,380,190,6676.03,840.02,5836.01
01/05/2024,AM-17     ,497,248.5,9890.15,933.6,8956.55
01/05/2024,AM-18     ,536,268,9210.85,1005.35,8205.5
01/05/2024,AM-19     ,505,252.5,4899.05,504.05,4395
01/05/2024,AM-20     ,473,236.5,9444.65,1471.01,7973.64
01/05/2024,AM-21     ,560,280,12289.13,1077.9,11211.23
01/05/2024,AM-22     ,497,248.5,9562.5,1209.45,8353.05
01/05/2024,AM-23     ,373,186.5,7194.53,814.76,6379.77
01/05/2024,AM-24     ,487,243.5,9556.41,1175.3,8381.11
01/05/2024,AM-25     ,273,136.5,4962.18,533.75,4428.43
01/05/2024,AM-26     ,636,318,8951.79,769.6,8182.19
01/05/2024,AM-27     ,589,294.5,8831.36,770.15,8061.21
01/05/2024,AM-28     ,560,280,8417.92,876.46,7541.46
01/05/2024,AM-29     ,560,280,8098.24,799.15,7299.09
01/05/2024,AM-30     ,460,230,6850.97,610.35,6240.62
01/05/2024,AM-31     ,640,320,8997.09,693.42,8303.67
01/05/2024,AM-32     ,511,255.5,8782.47,794.2,7988.27
01/05/2024,AM-33     ,553,276.5,7997.26,715.36,7281.9
01/05/2024,AM-34     ,659,329.5,20150.49,1388.2,18762.29
01/05/2024,AM-35     ,63,31.5,1253.5,16,1237.5
01/05/2024,AM-36     ,610,305,11641.23,1044.22,10597.01
01/05/2024,AM-37     ,965,482.5,5555,558,4997
01/05/2024,AM-38     ,1041,520.5,5806.14,516.1,5290.04
01/05/2024,AM-39     ,241,120.5,4478.1,71.7,4406.4
01/05/2024,AM-40     ,903,451.5,4417.87,405.7,4012.17
01/05/2024,AM-41     ,907,453.5,8140.77,524.39,7616.38
01/05/2024,AM-42     ,1554,777,6373.37,328.03,6045.34
01/05/2024,AM-43     ,352,176,6752.1,1010.5,5741.6
01/05/2024,AM-44     ,484,242,9895.86,985.8,8910.06
01/05/2024,AM-45     ,603,301.5,18247.35,1494.15,16753.2
01/05/2024,AM-46     ,518,259,8786.55,772.9,8013.65
01/05/2024,AM-47     ,1633,816.5,6475.74,435.95,6039.79
01/05/2024,AM-48     ,1466,733,6115.82,319.89,5795.93
01/05/2024,AM-49     ,981,490.5,3715.2,16.5,3698.7
01/05/2024,AM-50     ,643,321.5,2830.25,20.8,2809.45
01/05/2024,AM-51     ,1252,626,4556.7,27.6,4529.1
01/05/2024,AM-52     ,1556,778,5353.45,24.8,5328.65
01/05/2024,AM-53     ,874,437,3762.55,21.2,3741.35
01/05/2024,AM-54     ,1065,532.5,3846.4,17.6,3828.8
01/05/2024,AM-55     ,38,19,113.25,0.4,112.85
01/05/2024,AM-56     ,527,263.5,15924.4,1161.65,14762.75
01/05/2024,AM-57     ,672,336,21151.55,1569.3,19582.25
01/05/2024,AM-58     ,617,308.5,17457.05,1409.11,16047.94
01/05/2024,AM-59     ,605,302.5,14698.94,1153.87,13545.07
01/05/2024,AM-60     ,455,227.5,11041.86,715.65,10326.21
01/05/2024,AM-61     ,315,157.5,6165,90,6075
01/05/2024,AM-62     ,426,213,11341.07,949.85,10391.22
01/05/2024,AM-63     ,314,157,5858.5,88.4,5770.1
01/05/2024,AM-64     ,586,293,4361.52,214.2,4147.32
01/05/2024,AM-65     ,529,264.5,6201.55,589.48,5612.07
01/05/2024,AM-66     ,549,274.5,6389.76,530.24,5859.52
01/05/2024,AM-67     ,495,247.5,5275.95,406.76,4869.19
01/05/2024,AM-68     ,527,263.5,16408.8,1211.8,15197
01/05/2024,AM-69     ,276,138,8300.4,571.4,7729
01/05/2024,AM-70     ,289,144.5,8843.2,753.2,8090
01/05/2024,AM-71     ,169,84.5,4684.4,459.4,4225
01/05/2024,AM-72     ,306,153,8563.3,760.5,7802.8
01/05/2024,AM-73     ,206,103,4104.5,734.1,3370.4
01/05/2024,AM-74     ,248,124,7819.6,728.6,7091
01/05/2024,AM-75     ,237,118.5,4593.65,578.35,4015.3
01/05/2024,AM-76     ,34,17,956.5,82.85,873.65
01/05/2024,AM-77     ,7,3.5,138.8,23.8,115
01/05/2024,TM-001    ,475,237.5,6861.2,29.2,6832
01/05/2024,TM-002    ,485,242.5,7068.8,60.8,7008
01/05/2024,TM-003    ,119,59.5,1711.6,31.6,1680
01/05/2024,TM-004    ,405,202.5,5927.2,55.2,5872
01/05/2024,TM-005    ,310,155,4481.6,65.6,4416
01/05/2024,TM-007    ,351,175.5,5094.8,70.8,5024
01/05/2024,TM-008    ,501,250.5,7266.4,66.4,7200
01/05/2024,TM-009    ,449,224.5,6538.8,26.8,6512
01/05/2024,TM-010    ,587,293.5,8529.2,65.2,8464
01/05/2024,TM-012    ,499,249.5,7260.8,28.8,7232
01/05/2024,TM-013    ,597,298.5,8668.4,92.4,8576
01/05/2024,TM-014    ,318,159,4651.6,27.6,4624
01/05/2024,TM-015    ,568,284,8292.4,20.4,8272
01/05/2024,TM-016    ,539,269.5,7739.2,43.2,7696
01/05/2024,TM-017    ,531,265.5,7724.8,60.8,7664
01/05/2024,TM-018    ,588,294,8560,32,8528
01/05/2024,TM-019    ,566,283,8208.4,48.4,8160
01/05/2024,TM-021    ,2,1,32,0,32
01/05/2024,TM-022    ,485,242.5,7042.4,18.4,7024
01/05/2024,TM-023    ,509,254.5,7442,18,7424
01/05/2024,TM-024    ,422,211,6117.2,53.2,6064
01/05/2024,TM-025    ,620,310,9030.8,102.8,8928
01/05/2024,TM-026    ,600,300,8154,74,8080
01/05/2024,TM-027    ,508,254,7368,40,7328
01/05/2024,TM-028    ,564,282,8206,62,8144
01/05/2024,TM-029    ,540,270,7816.8,88.8,7728
01/05/2024,TM-030    ,610,305,8895.6,79.6,8816
01/05/2024,TM-031    ,566,283,8202.4,42.4,8160
01/05/2024,TM-032    ,495,247.5,7139.2,67.2,7072
01/05/2024,TM-033    ,604,302,8872.8,40.8,8832
01/05/2024,TM-034    ,506,253,7361.6,49.6,7312
01/05/2024,TM-038    ,513,256.5,7464.4,72.4,7392
01/05/2024,TM-039    ,266,133,3839.2,31.2,3808
01/05/2024,TM-040    ,559,279.5,8127.2,31.2,8096
01/05/2024,TM-041    ,504,252,7380.8,68.8,7312
01/05/2024,TM-046    ,356,178,5121.6,369.6,4752
01/05/2024,TM-047    ,317,158.5,4597.6,149.6,4448
01/05/2024,TM-048    ,313,156.5,4549.2,229.2,4320
01/05/2024,TM-049    ,384,192,5610.4,202.4,5408
01/05/2024,TM-050    ,409,204.5,5950.4,222.4,5728
01/05/2024,TM-051    ,539,269.5,7892.4,164.4,7728
01/05/2024,TM-052    ,527,263.5,7714.8,194.8,7520
01/05/2024,TM-053    ,530,265,7754.8,186.8,7568
01/05/2024,TM-054    ,546,273,7961.2,233.2,7728
01/05/2024,TM-055    ,123,61.5,1759.6,95.6,1664
01/05/2024,TM-056    ,243,121.5,3539.2,99.2,3440
01/05/2024,TM-057    ,405,202.5,5869.6,93.6,5776
01/05/2024,TM-058    ,543,271.5,7900.8,204.8,7696
01/05/2024,TM-059    ,538,269,7899.2,139.2,7760
01/05/2024,TM-060    ,429,214.5,6154,90,6064
01/05/2024,TM-067    ,1,0.5,16,0,16
01/05/2024,TM-072    ,525,262.5,7645.6,109.6,7536
01/05/2024,TM-073    ,310,155,4593.2,81.2,4512
01/05/2024,TM-074    ,477,238.5,6944,192,6752
01/05/2024,TM-075    ,249,124.5,3646.8,94.8,3552
01/05/2024,TM-076    ,547,273.5,8017.6,129.6,7888
01/06/2024,AM-01     ,1253,626.5,6300.24,84.4,6215.84
01/06/2024,AM-02     ,1331,665.5,6397.44,63.9,6333.54
01/06/2024,AM-03     ,809,404.5,7826.65,614.4,7212.25
01/06/2024,AM-04     ,723,361.5,7135.95,525.75,6610.2
01/06/2024,AM-05     ,800,400,7676.95,683.71,6993.24
01/06/2024,AM-06     ,697,348.5,7555.35,599.85,6955.5
01/06/2024,AM-07     ,461,230.5,7928.6,818.95,7109.65
01/06/2024,AM-08     ,1072,536,8419.28,623.79,7795.49
01/06/2024,AM-09     ,484,242,8499.7,1030.6,7469.1
01/06/2024,AM-10     ,568,284,11451.64,914.92,10536.72
01/06/2024,AM-11     ,351,175.5,6851.8,98.8,6753
01/06/2024,AM-12     ,868,434,4002.06,420.15,3581.91
01/06/2024,AM-13     ,626,313,9130.24,621.1,8509.14
01/06/2024,AM-14     ,641,320.5,7224.72,575.05,6649.67
01/06/2024,AM-15     ,584,292,17505.9,1503.8,16002.1
01/06/2024,AM-16     ,434,217,7197.29,790.7,6406.59
01/06/2024,AM-17     ,525,262.5,9815.93,1414.2,8401.73
01/06/2024,AM-18     ,545,272.5,8192.92,761.72,7431.2
01/06/2024,AM-19     ,482,241,8649.04,705.85,7943.19
01/06/2024,AM-20     ,529,264.5,10363,1041.3,9321.7
01/06/2024,AM-21     ,454,227,8033.48,840.57,7192.91
01/06/2024,AM-22     ,536,268,9756.07,920.2,8835.87
01/06/2024,AM-23     ,514,257,10667.68,1054.6,9613.08
01/06/2024,AM-24     ,80,40,1278.06,63.42,1214.64
01/06/2024,AM-25     ,324,162,6953.17,783.7,6169.47
01/06/2024,AM-26     ,579,289.5,7248.44,751.5,6496.94
01/06/2024,AM-27     ,579,289.5,8337.53,818.4,7519.13
01/06/2024,AM-28     ,510,255,7750.68,795.1,6955.58
01/06/2024,AM-29     ,559,279.5,8131.83,732.31,7399.52
01/06/2024,AM-30     ,598,299,8979.98,835.2,8144.78
01/06/2024,AM-31     ,536,268,7678.45,779.16,6899.29
01/06/2024,AM-32     ,634,317,9062.05,848.7,8213.35
01/06/2024,AM-33     ,562,281,8141.36,682.6,7458.76
01/06/2024,AM-34     ,653,326.5,19832.63,1522.8,18309.83
01/06/2024,AM-35     ,293,146.5,5731.5,84,5647.5
01/06/2024,AM-36     ,568,284,11022.82,1025.05,9997.77
01/06/2024,AM-37     ,808,404,4684.68,435.36,4249.32
01/06/2024,AM-38     ,871,435.5,5326.64,491.92,4834.72
01/06/2024,AM-39     ,26,13,503,8,495
01/06/2024,AM-40     ,1002,501,4866.79,524.4,4342.39
01/06/2024,AM-41     ,1531,765.5,6535.38,349.3,6186.08
01/06/2024,AM-42     ,1571,785.5,6168.07,286.27,5881.8
01/06/2024,AM-43     ,353,176.5,6581.35,790.6,5790.75
01/06/2024,AM-44     ,613,306.5,9745.48,758,8987.48
01/06/2024,AM-45     ,525,262.5,15141.62,1247.6,13894.02
01/06/2024,AM-46     ,488,244,8964.24,899.5,8064.74
01/06/2024,AM-47     ,1305,652.5,5968.43,335.48,5632.95
01/06/2024,AM-48     ,1074,537,6474.26,393.64,6080.62
01/06/2024,AM-49     ,1005,502.5,5134.75,120.8,5013.95
01/06/2024,AM-50     ,751,375.5,3493.35,38.95,3454.4
01/06/2024,AM-51     ,1346,673,5021.55,22,4999.55
01/06/2024,AM-52     ,1361,680.5,5313.45,57.6,5255.85
01/06/2024,AM-53     ,1330,665,4952.6,26.4,4926.2
01/06/2024,AM-54     ,1157,578.5,4235.25,20.8,4214.45
01/06/2024,AM-55     ,388,194,2078.55,11.6,2066.95
01/06/2024,AM-56     ,481,240.5,13962.82,1184.85,12777.97
01/06/2024,AM-57     ,660,330,20314.6,1402.15,18912.45
01/06/2024,AM-58     ,694,347,20445.65,1486.7,18958.95
01/06/2024,AM-59     ,574,287,11057.69,1104.15,9953.54
01/06/2024,AM-60     ,641,320.5,18679.21,1589.05,17090.16
01/06/2024,AM-61     ,346,173,6619.2,114.72,6504.48
01/06/2024,AM-62     ,577,288.5,17326.15,1041.6,16284.55
01/06/2024,AM-63     ,286,143,5574,84,5490
01/06/2024,AM-64     ,560,280,6292.48,587.08,5705.4
01/06/2024,AM-65     ,556,278,6111.06,473.66,5637.4
01/06/2024,AM-66     ,590,295,6364.58,539.31,5825.27
01/06/2024,AM-67     ,422,211,4974.72,442.24,4532.48
