Fecha,Unidad,Total Viajes,Total Vueltas,Km Programados,Km Vacios,Km Realizados
01/11/2023,TM-052    ,408,204,6155.2,283.2,5872
01/11/2023,TM-053    ,386,193,5769.6,137.6,5632
01/11/2023,TM-054    ,230,115,3496.4,216.4,3280
01/11/2023,TM-055    ,488,244,7376.4,256.4,7120
01/11/2023,TM-056    ,473,236.5,7135.6,255.6,6880
01/11/2023,TM-057    ,249,124.5,3635.6,115.6,3520
01/11/2023,TM-058    ,505,252.5,7488.4,128.4,7360
01/11/2023,TM-059    ,540,270,8029.6,125.6,7904
01/11/2023,TM-060    ,483,241.5,7262.4,62.4,7200
01/11/2023,TM-076    ,13,6.5,192.4,0.4,192
01/12/2023,AM-01     ,1703,851.5,7754.24,237.6,7516.64
01/12/2023,AM-02     ,1764,882,8021,295.13,7725.87
01/12/2023,AM-03     ,716,358,6296.54,451.95,5844.59
01/12/2023,AM-037    ,19,9.5,83.12,10.7,72.42
01/12/2023,AM-039    ,12,6,384,32,352
01/12/2023,AM-04     ,753,376.5,6553.89,432.85,6121.04
01/12/2023,AM-05     ,732,366,6347.33,493.25,5854.08
01/12/2023,AM-06     ,679,339.5,6337.53,555.2,5782.33
01/12/2023,AM-065    ,10,5,113.6,11.36,102.24
01/12/2023,AM-08     ,1675,837.5,7738.02,386.01,7352.01
01/12/2023,AM-09     ,540,270,9162.79,1049.61,8113.18
01/12/2023,AM-10     ,484,242,9002.98,1070.65,7932.33
01/12/2023,AM-11     ,431,215.5,7748.05,1249.2,6498.85
01/12/2023,AM-12     ,1184,592,5512.64,796.35,4716.29
01/12/2023,AM-13     ,472,236,8012.62,1053.05,6959.57
01/12/2023,AM-14     ,794,397,7232.4,670.95,6561.45
01/12/2023,AM-15     ,552,276,16022.16,1199.6,14822.56
01/12/2023,AM-17     ,615,307.5,10302.7,1331.4,8971.3
01/12/2023,AM-18     ,465,232.5,7564.51,967.6,6596.91
01/12/2023,AM-19     ,608,304,10049.93,1162.4,8887.53
01/12/2023,AM-20     ,392,196,6786.81,792.85,5993.96
01/12/2023,AM-21     ,590,295,8657.11,1302.75,7354.36
01/12/2023,AM-22     ,576,288,9907.5,1254.5,8653
01/12/2023,AM-23     ,510,255,8874.2,1366,7508.2
01/12/2023,AM-24     ,548,274,9967.7,938.55,9029.15
01/12/2023,AM-25     ,462,231,7943.63,520.7,7422.93
01/12/2023,AM-26     ,701,350.5,9089.15,714.25,8374.9
01/12/2023,AM-27     ,451,225.5,6189.9,568.1,5621.8
01/12/2023,AM-28     ,612,306,7953.09,718.2,7234.89
01/12/2023,AM-29     ,552,276,6230.9,571.3,5659.6
01/12/2023,AM-30     ,557,278.5,7291.2,699.32,6591.88
01/12/2023,AM-31     ,649,324.5,8853.58,812.25,8041.33
01/12/2023,AM-32     ,685,342.5,8959.07,872.22,8086.85
01/12/2023,AM-33     ,563,281.5,7685.01,803.38,6881.63
01/12/2023,AM-34     ,575,287.5,9278.56,1171.96,8106.6
01/12/2023,AM-35     ,619,309.5,8918.19,898.02,8020.17
01/12/2023,AM-36     ,609,304.5,7100.57,684.92,6415.65
01/12/2023,AM-37     ,1130,565,5062.44,742.8,4319.64
01/12/2023,AM-38     ,1131,565.5,5303.15,735.9,4567.25
01/12/2023,AM-39     ,567,283.5,15399.59,1314.2,14085.39
01/12/2023,AM-40     ,1130,565,5441,838.95,4602.05
01/12/2023,AM-41     ,1889,944.5,7334.46,320.5,7013.96
01/12/2023,AM-42     ,1834,917,7439.43,431.25,7008.18
01/12/2023,AM-43     ,535,267.5,13659.95,1384.4,12275.55
01/12/2023,AM-44     ,641,320.5,18591.67,1600,16991.67
01/12/2023,AM-45     ,596,298,17463.56,1423.45,16040.11
01/12/2023,AM-46     ,461,230.5,7907.8,623.71,7284.09
01/12/2023,AM-47     ,1735,867.5,6843.04,359.1,6483.94
01/12/2023,AM-48     ,1812,906,6851.29,249.2,6602.09
01/12/2023,AM-49     ,1155,577.5,4842.1,42.05,4800.05
01/12/2023,AM-50     ,1059,529.5,4706.85,40.85,4666
01/12/2023,AM-51     ,1243,621.5,4889.85,20,4869.85
01/12/2023,AM-52     ,1536,768,5479.95,18,5461.95
01/12/2023,AM-53     ,1904,952,6528.2,143,6385.2
01/12/2023,AM-54     ,952,476,4350.2,24,4326.2
01/12/2023,AM-55     ,36,18,122.4,0,122.4
01/12/2023,AM-56     ,511,255.5,15878,2470,13408
01/12/2023,AM-57     ,539,269.5,16963.6,3139.6,13824
01/12/2023,AM-58     ,478,239,14721.9,2184.05,12537.85
01/12/2023,AM-59     ,560,280,17058.03,2048.25,15009.78
01/12/2023,AM-60     ,525,262.5,15394.77,1145.32,14249.45
01/12/2023,AM-61     ,9,4.5,256.4,64.4,192
01/12/2023,AM-62     ,478,239,14474.4,1674.4,12800
01/12/2023,AM-64     ,615,307.5,6621.15,723.3,5897.85
01/12/2023,AM-65     ,643,321.5,6382.93,780.42,5602.51
01/12/2023,AM-66     ,573,286.5,6116.36,743.08,5373.28
01/12/2023,AM-67     ,590,295,6504.92,800.28,5704.64
01/12/2023,AM-68     ,334,167,9366.18,647.96,8718.22
01/12/2023,AM-69     ,492,246,14754,1131.2,13622.8
01/12/2023,AM-71     ,427,213.5,13126.8,1254.8,11872
01/12/2023,AM-72     ,10,5,320,32,288
01/12/2023,AM-73     ,74,37,2241.6,97.6,2144
01/12/2023,AM-74     ,116,58,3585.6,481.6,3104
01/12/2023,AM-76     ,2,1,64,32,32
01/12/2023,TM-001    ,629,314.5,9147.2,91.2,9056
01/12/2023,TM-002    ,593,296.5,8603.2,43.2,8560
01/12/2023,TM-003    ,593,296.5,8528.8,112.8,8416
01/12/2023,TM-004    ,8,4,112.4,0.4,112
01/12/2023,TM-005    ,548,274,7936.4,64.4,7872
01/12/2023,TM-006    ,2,1,32,0,32
01/12/2023,TM-007    ,545,272.5,7929.6,73.6,7856
01/12/2023,TM-008    ,452,226,6602.4,26.4,6576
01/12/2023,TM-009    ,611,305.5,8849.6,97.6,8752
01/12/2023,TM-010    ,545,272.5,7924,84,7840
01/12/2023,TM-012    ,522,261,7592.4,56.4,7536
01/12/2023,TM-013    ,416,208,6088.8,24.8,6064
01/12/2023,TM-014    ,534,267,7772.8,60.8,7712
01/12/2023,TM-015    ,572,286,8262.8,22.8,8240
01/12/2023,TM-016    ,575,287.5,8346.8,58.8,8288
01/12/2023,TM-018    ,568,284,8328.4,56.4,8272
01/12/2023,TM-019    ,471,235.5,6822.8,38.8,6784
01/12/2023,TM-020    ,15,7.5,224.4,0.4,224
01/12/2023,TM-021    ,7,3.5,96.4,0.4,96
01/12/2023,TM-022    ,578,289,8384.4,32.4,8352
01/12/2023,TM-023    ,473,236.5,6829.6,45.6,6784
01/12/2023,TM-024    ,563,281.5,8154.4,42.4,8112
01/12/2023,TM-025    ,558,279,8022,54,7968
01/12/2023,TM-026    ,535,267.5,7795.6,19.6,7776
01/12/2023,TM-027    ,561,280.5,8133.6,21.6,8112
01/12/2023,TM-028    ,602,301,8685.2,61.2,8624
01/12/2023,TM-029    ,661,330.5,9566.4,46.4,9520
01/12/2023,TM-030    ,567,283.5,8260,68,8192
01/12/2023,TM-031    ,601,300.5,8772.8,68.8,8704
01/12/2023,TM-032    ,559,279.5,8132,68,8064
01/12/2023,TM-033    ,333,166.5,4811.6,107.6,4704
01/12/2023,TM-034    ,410,205,5966.8,78.8,5888
01/12/2023,TM-035    ,603,301.5,8711.2,71.2,8640
01/12/2023,TM-036    ,13,6.5,192.4,0.4,192
01/12/2023,TM-037    ,15,7.5,193.2,1.2,192
01/12/2023,TM-038    ,557,278.5,8072.8,72.8,8000
01/12/2023,TM-039    ,556,278,8088.8,104.8,7984
01/12/2023,TM-040    ,608,304,8880,32,8848
01/12/2023,TM-041    ,430,215,6250.8,42.8,6208
01/12/2023,TM-042    ,66,33,978,2,976
01/12/2023,TM-044    ,161,80.5,2342,6,2336
01/12/2023,TM-046    ,457,228.5,6577.2,273.2,6304
01/12/2023,TM-047    ,526,263,7694.8,270.8,7424
01/12/2023,TM-048    ,459,229.5,6676.4,308.4,6368
01/12/2023,TM-049    ,506,253,7314.4,194.4,7120
01/12/2023,TM-050    ,365,182.5,5314,114,5200
01/12/2023,TM-051    ,184,92,2657.6,97.6,2560
01/12/2023,TM-052    ,392,196,5718.8,198.8,5520
01/12/2023,TM-053    ,471,235.5,6714,218,6496
01/12/2023,TM-054    ,496,248,7229.2,221.2,7008
01/12/2023,TM-055    ,461,230.5,6750.8,286.8,6464
01/12/2023,TM-056    ,541,270.5,7914,218,7696
01/12/2023,TM-057    ,479,239.5,6961.2,225.2,6736
01/12/2023,TM-058    ,545,272.5,7911.2,199.2,7712
01/12/2023,TM-059    ,430,215,6281.2,89.2,6192
01/12/2023,TM-060    ,574,287,8390,166,8224
01/12/2023,TM-061    ,4,2,64,0,64
01/12/2023,TM-062    ,8,4,128,0,128
01/01/2024,AM-01     ,1690,845,7438.32,232.4,7205.92
01/01/2024,AM-013    ,10,5,188.9,19.25,169.65
01/01/2024,AM-018    ,8,4,151.2,19.25,131.95
01/01/2024,AM-019    ,8,4,151.2,19.25,131.95
01/01/2024,AM-02     ,1604,802,7078.56,247.36,6831.2
01/01/2024,AM-03     ,734,367,6506.6,549.91,5956.69
01/01/2024,AM-04     ,686,343,6025.98,530.65,5495.33
01/01/2024,AM-046    ,9,4.5,151.2,0.4,150.8
01/01/2024,AM-05     ,641,320.5,5651.43,502.66,5148.77
01/01/2024,AM-06     ,637,318.5,5563.15,387.6,5175.55
01/01/2024,AM-060    ,8,4,192.8,0.8,192
01/01/2024,AM-07     ,10,5,188.9,19.25,169.65
01/01/2024,AM-08     ,1393,696.5,6968.3,388.75,6579.55
01/01/2024,AM-09     ,527,263.5,8790.34,1066.36,7723.98
01/01/2024,AM-10     ,536,268,8464.57,1023.03,7441.54
01/01/2024,AM-11     ,37,18.5,701.1,79.05,622.05
01/01/2024,AM-12     ,884,442,4245.36,600.05,3645.31
01/01/2024,AM-13     ,424,212,7173.6,568.51,6605.09
01/01/2024,AM-14     ,759,379.5,6549.1,498.6,6050.5
01/01/2024,AM-15     ,430,215,12754.95,1291.6,11463.35
01/01/2024,AM-17     ,558,279,9919.57,867.06,9052.51
01/01/2024,AM-18     ,503,251.5,8277.12,652.1,7625.02
01/01/2024,AM-19     ,294,147,5296.4,621.6,4674.8
01/01/2024,AM-20     ,526,263,9584.95,1226.01,8358.94
01/01/2024,AM-21     ,568,284,8752.81,960.45,7792.36
01/01/2024,AM-22     ,448,224,7706.67,1072.66,6634.01
01/01/2024,AM-23     ,559,279.5,8776.83,1245.18,7531.65
01/01/2024,AM-24     ,530,265,9146.86,1119.25,8027.61
01/01/2024,AM-25     ,497,248.5,8943.48,1038.3,7905.18
01/01/2024,AM-26     ,519,259.5,6751.84,654.5,6097.34
01/01/2024,AM-27     ,615,307.5,7796.14,703.5,7092.64
01/01/2024,AM-28     ,626,313,8507.26,824.8,7682.46
01/01/2024,AM-29     ,628,314,8323.32,768,7555.32
01/01/2024,AM-30     ,386,193,5503.68,518.6,4985.08
01/01/2024,AM-31     ,611,305.5,7865.12,748.95,7116.17
01/01/2024,AM-32     ,574,287,7960.24,762.15,7198.09
01/01/2024,AM-33     ,641,320.5,8306.52,834.7,7471.82
01/01/2024,AM-34     ,500,250,13354.19,1250.25,12103.94
01/01/2024,AM-35     ,510,255,6459.17,651.85,5807.32
01/01/2024,AM-36     ,525,262.5,6163.23,659.04,5504.19
01/01/2024,AM-37     ,1143,571.5,5263.81,765.9,4497.91
01/01/2024,AM-38     ,1115,557.5,5565.04,756.35,4808.69
01/01/2024,AM-39     ,31,15.5,960.4,64.4,896
01/01/2024,AM-40     ,1074,537,4909.56,748.96,4160.6
01/01/2024,AM-41     ,1090,545,4475.49,265,4210.49
01/01/2024,AM-42     ,1767,883.5,7276.56,376.4,6900.16
01/01/2024,AM-43     ,478,239,6440.05,693.8,5746.25
01/01/2024,AM-44     ,586,293,14218.45,2362.96,11855.49
01/01/2024,AM-45     ,565,282.5,16615.03,2099.8,14515.23
01/01/2024,AM-46     ,543,271.5,9837.06,965.75,8871.31
01/01/2024,AM-47     ,1747,873.5,7324.66,423.6,6901.06
01/01/2024,AM-48     ,1717,858.5,7120.95,434.65,6686.3
01/01/2024,AM-49     ,1229,614.5,4731,19.6,4711.4
01/01/2024,AM-50     ,1350,675,5120.9,20.8,5100.1
01/01/2024,AM-51     ,1079,539.5,4488.75,20.8,4467.95
01/01/2024,AM-52     ,1553,776.5,5735.8,30.4,5705.4
01/01/2024,AM-53     ,1834,917,6519,207,6312
01/01/2024,AM-54     ,807,403.5,3687,20.4,3666.6
01/01/2024,AM-56     ,427,213.5,13126.8,998.8,12128
01/01/2024,AM-57     ,483,241.5,14612.25,1376.95,13235.3
01/01/2024,AM-58     ,629,314.5,16097.13,2262.43,13834.7
01/01/2024,AM-59     ,486,243,15035.82,2889.7,12146.12
01/01/2024,AM-60     ,598,299,15821.18,1410.7,14410.48
01/01/2024,AM-62     ,513,256.5,15413.17,1272.2,14140.97
01/01/2024,AM-64     ,611,305.5,6590.19,775.36,5814.83
01/01/2024,AM-65     ,626,313,6616.15,805.41,5810.74
01/01/2024,AM-66     ,611,305.5,6464.44,750.36,5714.08
01/01/2024,AM-67     ,649,324.5,6695.48,754.2,5941.28
01/01/2024,AM-68     ,160,80,4694.5,360.9,4333.6
01/01/2024,AM-69     ,507,253.5,14751,1159.75,13591.25
01/01/2024,AM-71     ,444,222,13639.2,839.2,12800
01/01/2024,AM-72     ,9,4.5,114.7,20.45,94.25
01/01/2024,AM-73     ,298,149,6133.6,761.85,5371.75
01/01/2024,AM-74     ,358,179,10803,1255.6,9547.4
01/01/2024,AM-75     ,195,97.5,5670.65,623.4,5047.25
01/01/2024,AM-76     ,247,123.5,5796.8,624.55,5172.25
01/01/2024,AM-77     ,109,54.5,3172.2,194,2978.2
01/01/2024,TM-001    ,401,200.5,5839.2,31.2,5808
01/01/2024,TM-002    ,600,300,8756.4,52.4,8704
01/01/2024,TM-003    ,516,258,7517.2,29.2,7488
01/01/2024,TM-004    ,15,7.5,208.8,0.8,208
01/01/2024,TM-005    ,465,232.5,6779.2,27.2,6752
01/01/2024,TM-007    ,526,263,7634.8,50.8,7584
01/01/2024,TM-008    ,553,276.5,7954,66,7888
01/01/2024,TM-009    ,493,246.5,7159.2,39.2,7120
01/01/2024,TM-010    ,336,168,4908.4,28.4,4880
01/01/2024,TM-011    ,8,4,128,0,128
01/01/2024,TM-012    ,576,288,8311.2,23.2,8288
01/01/2024,TM-013    ,485,242.5,6973.6,77.6,6896
01/01/2024,TM-014    ,502,251,7267.6,99.6,7168
01/01/2024,TM-015    ,564,282,8181.6,21.6,8160
01/01/2024,TM-016    ,563,281.5,8243.6,19.6,8224
01/01/2024,TM-018    ,293,146.5,4271.2,31.2,4240
01/01/2024,TM-019    ,608,304,8833.2,33.2,8800
01/01/2024,TM-020    ,12,6,160.8,0.8,160
01/01/2024,TM-022    ,389,194.5,5678.4,30.4,5648
01/01/2024,TM-023    ,599,299.5,8646.8,134.8,8512
01/01/2024,TM-024    ,432,216,6276.8,36.8,6240
01/01/2024,TM-025    ,557,278.5,8080,48,8032
01/01/2024,TM-026    ,495,247.5,7222.4,38.4,7184
01/01/2024,TM-027    ,597,298.5,8714.4,58.4,8656
01/01/2024,TM-028    ,548,274,7982,94,7888
01/01/2024,TM-029    ,580,290,8432,112,8320
01/01/2024,TM-030    ,480,240,6935.6,39.6,6896
01/01/2024,TM-031    ,193,96.5,2822.8,6.8,2816
01/01/2024,TM-032    ,568,284,8228.8,132.8,8096
01/01/2024,TM-033    ,609,304.5,8874.4,106.4,8768
01/01/2024,TM-034    ,521,260.5,7518.8,94.8,7424
01/01/2024,TM-035    ,647,323.5,9373.6,45.6,9328
01/01/2024,TM-038    ,568,284,8165.6,101.6,8064
01/01/2024,TM-039    ,511,255.5,7452.8,28.8,7424
01/01/2024,TM-040    ,464,232,6695.6,55.6,6640
01/01/2024,TM-041    ,603,301.5,8784.4,32.4,8752
01/01/2024,TM-044    ,207,103.5,2895.2,31.2,2864
01/01/2024,TM-046    ,392,196,5734.4,278.4,5456
01/01/2024,TM-047    ,463,231.5,6703.2,223.2,6480
01/01/2024,TM-048    ,516,258,7486.8,222.8,7264
01/01/2024,TM-049    ,443,221.5,6415.6,191.6,6224
01/01/2024,TM-050    ,511,255.5,7410.8,146.8,7264
01/01/2024,TM-051    ,66,33,904.8,40.8,864
01/01/2024,TM-052    ,582,291,8520,88,8432
01/01/2024,TM-053    ,556,278,8077.6,205.6,7872
01/01/2024,TM-054    ,504,252,7390.8,238.8,7152
01/01/2024,TM-055    ,573,286.5,8464,176,8288
01/01/2024,TM-056    ,476,238,6935.2,327.2,6608
01/01/2024,TM-057    ,446,223,6510.8,286.8,6224
01/01/2024,TM-058    ,603,301.5,8820.8,164.8,8656
01/01/2024,TM-059    ,595,297.5,8721.6,145.6,8576
01/01/2024,TM-060    ,581,290.5,8426,170,8256
01/01/2024,TM-067    ,7,3.5,96.4,0.4,96
01/01/2024,TM-072    ,267,133.5,3870,78,3792
01/01/2024,TM-073    ,163,81.5,2362.8,26.8,2336
01/01/2024,TM-074    ,4,2,64,0,64
01/02/2024,AM-01     ,1528,764,6897.74,203.4,6694.34
01/02/2024,AM-02     ,1517,758.5,7056.02,222.8,6833.22
01/02/2024,AM-021    ,2,1,7.46,0,7.46
01/02/2024,AM-023    ,10,5,188.9,19.25,169.65
01/02/2024,AM-03     ,723,361.5,5985.23,353.6,5631.63
01/02/2024,AM-034    ,12,6,384,32,352
01/02/2024,AM-04     ,653,326.5,5791.9,502.75,5289.15
01/02/2024,AM-05     ,750,375,7011.07,632.45,6378.62
01/02/2024,AM-06     ,780,390,6605.57,569.6,6035.97
01/02/2024,AM-07     ,52,26,600.9,84.05,516.85
01/02/2024,AM-08     ,1192,596,7085.36,565.9,6519.46
01/02/2024,AM-09     ,495,247.5,8081.18,1117.2,6963.98
01/02/2024,AM-10     ,422,211,7916.3,1063.12,6853.18
01/02/2024,AM-12     ,1080,540,5470.82,706.26,4764.56
01/02/2024,AM-13     ,522,261,9412.25,962.2,8450.05
01/02/2024,AM-14     ,671,335.5,5578.08,384.75,5193.33
01/02/2024,AM-15     ,471,235.5,12068.03,1034,11034.03
01/02/2024,AM-16     ,9,4.5,114.7,20.45,94.25
01/02/2024,AM-17     ,494,247,11464.82,892.9,10571.92
01/02/2024,AM-18     ,404,202,8029.1,813.1,7216
01/02/2024,AM-19     ,407,203.5,6977.08,450.15,6526.93
01/02/2024,AM-20     ,488,244,6886.14,797.31,6088.83
01/02/2024,AM-21     ,444,222,7495.95,990.55,6505.4
01/02/2024,AM-22     ,483,241.5,8459.58,602.65,7856.93
01/02/2024,AM-23     ,531,265.5,7898.97,945.57,6953.4
01/02/2024,AM-24     ,433,216.5,7793.26,1013.65,6779.61
01/02/2024,AM-25     ,478,239,7130.4,749.85,6380.55
01/02/2024,AM-26     ,391,195.5,5306.69,508.6,4798.09
01/02/2024,AM-27     ,582,291,7634.09,745.95,6888.14
01/02/2024,AM-28     ,545,272.5,7476.28,758,6718.28
01/02/2024,AM-29     ,603,301.5,7857.2,743.7,7113.5
01/02/2024,AM-30     ,639,319.5,8342.02,700.9,7641.12
01/02/2024,AM-31     ,417,208.5,5713.96,587.7,5126.26
01/02/2024,AM-32     ,597,298.5,8022.33,748.2,7274.13
01/02/2024,AM-33     ,616,308,7479.17,669.4,6809.77
01/02/2024,AM-34     ,543,271.5,12156.55,1973.15,10183.4
01/02/2024,AM-35     ,19,9.5,445.3,83.65,361.65
01/02/2024,AM-36     ,575,287.5,8066.26,690.24,7376.02
01/02/2024,AM-37     ,866,433,4242.67,596.93,3645.74
01/02/2024,AM-38     ,1074,537,5269.62,786.7,4482.92
01/02/2024,AM-40     ,1062,531,4739.65,682.1,4057.55
01/02/2024,AM-41     ,1382,691,5654.19,249.87,5404.32
01/02/2024,AM-42     ,1444,722,6722.63,457.26,6265.37
01/02/2024,AM-43     ,456,228,7633.99,1172.7,6461.29
01/02/2024,AM-44     ,414,207,9207.21,1082.55,8124.66
01/02/2024,AM-45     ,544,272,16059.85,2699.1,13360.75
01/02/2024,AM-46     ,379,189.5,6980.82,1134.75,5846.07
01/02/2024,AM-47     ,1556,778,6175.21,347.2,5828.01
01/02/2024,AM-48     ,1579,789.5,6355.05,253.4,6101.65
01/02/2024,AM-49     ,1371,685.5,5211.1,21.2,5189.9
01/02/2024,AM-50     ,1371,685.5,5211.1,21.2,5189.9
01/02/2024,AM-51     ,1119,559.5,4471.95,19.2,4452.75
01/02/2024,AM-52     ,1559,779.5,5746.38,35.8,5710.58
01/02/2024,AM-53     ,1617,808.5,5553.3,119.5,5433.8
01/02/2024,AM-54     ,691,345.5,3160,17.2,3142.8
01/02/2024,AM-56     ,374,187,10792.72,796.4,9996.32
01/02/2024,AM-57     ,397,198.5,11984.3,1747.8,10236.5
01/02/2024,AM-58     ,326,163,8712.37,1055.15,7657.22
01/02/2024,AM-59     ,480,240,13027.71,1169.8,11857.91
01/02/2024,AM-60     ,466,233,14477.13,1731.05,12746.08
01/02/2024,AM-62     ,511,255.5,15688.4,1384.4,14304
01/02/2024,AM-63     ,10,5,188.9,19.25,169.65
01/02/2024,AM-64     ,538,269,5760.56,659.92,5100.64
01/02/2024,AM-65     ,659,329.5,6809.08,776.92,6032.16
01/02/2024,AM-66     ,578,289,5924.32,707.24,5217.08
01/02/2024,AM-67     ,527,263.5,6224.65,744.44,5480.21
01/02/2024,AM-68     ,350,175,10521.7,1420.1,9101.6
01/02/2024,AM-69     ,426,213,13568.8,1344.8,12224
01/02/2024,AM-70     ,63,31.5,1621.7,21.25,1600.45
01/02/2024,AM-71     ,375,187.5,11083.6,811.6,10272
01/02/2024,AM-72     ,59,29.5,1582.8,161.2,1421.6
01/02/2024,AM-73     ,172,86,3392.5,405.45,2987.05
01/02/2024,AM-74     ,266,133,7959.7,631.25,7328.45
01/02/2024,AM-75     ,189,94.5,5224.7,457.55,4767.15
01/02/2024,AM-76     ,145,72.5,2985.4,517.4,2468
01/02/2024,AM-77     ,165,82.5,4880.4,341.65,4538.75
01/02/2024,TM-001    ,320,160,4678,38,4640
01/02/2024,TM-002    ,316,158,4572.8,28.8,4544
01/02/2024,TM-003    ,401,200.5,5870,14,5856
01/02/2024,TM-005    ,489,244.5,7007.2,31.2,6976
01/02/2024,TM-007    ,405,202.5,5918.4,14.4,5904
01/02/2024,TM-008    ,476,238,6914,18,6896
01/02/2024,TM-009    ,533,266.5,7780,52,7728
01/02/2024,TM-010    ,546,273,7924.8,20.8,7904
01/02/2024,TM-012    ,490,245,7137.6,81.6,7056
01/02/2024,TM-013    ,526,263,7552.8,48.8,7504
01/02/2024,TM-014    ,302,151,4384,32,4352
01/02/2024,TM-015    ,402,201,5760.4,64.4,5696
01/02/2024,TM-016    ,548,274,7966.8,30.8,7936
01/02/2024,TM-018    ,521,260.5,7597.6,45.6,7552
01/02/2024,TM-019    ,480,240,6925.6,29.6,6896
01/02/2024,TM-022    ,591,295.5,8555.6,43.6,8512
01/02/2024,TM-023    ,565,282.5,8149.6,53.6,8096
01/02/2024,TM-024    ,520,260,7580,60,7520
01/02/2024,TM-025    ,474,237,6933.2,37.2,6896
01/02/2024,TM-026    ,419,209.5,5979.6,59.6,5920
01/02/2024,TM-027    ,527,263.5,7683.2,19.2,7664
01/02/2024,TM-028    ,503,251.5,7314,66,7248
01/02/2024,TM-029    ,399,199.5,5744.4,96.4,5648
01/02/2024,TM-030    ,395,197.5,5747.2,35.2,5712
01/02/2024,TM-031    ,455,227.5,6656.4,32.4,6624
01/02/2024,TM-032    ,565,282.5,8118.4,134.4,7984
01/02/2024,TM-033    ,540,270,7880,120,7760
01/02/2024,TM-034    ,578,289,8393.2,73.2,8320
01/02/2024,TM-035    ,431,215.5,6266.4,26.4,6240
01/02/2024,TM-038    ,346,173,4947.6,35.6,4912
01/02/2024,TM-039    ,522,261,7519.2,95.2,7424
01/02/2024,TM-040    ,493,246.5,7237.2,37.2,7200
01/02/2024,TM-041    ,500,250,7332.4,68.4,7264
01/02/2024,TM-044    ,135,67.5,1982.8,14.8,1968
01/02/2024,TM-045    ,151,75.5,2202,26,2176
01/02/2024,TM-046    ,313,156.5,4546.8,210.8,4336
01/02/2024,TM-047    ,435,217.5,6376,136,6240
01/02/2024,TM-048    ,276,138,3973.2,165.2,3808
01/02/2024,TM-049    ,312,156,4543.2,239.2,4304
01/02/2024,TM-050    ,370,185,5242.4,138.4,5104
01/02/2024,TM-051    ,394,197,5715.6,115.6,5600
01/02/2024,TM-052    ,453,226.5,6620.8,204.8,6416
01/02/2024,TM-053    ,551,275.5,8004.8,180.8,7824
01/02/2024,TM-054    ,516,258,7500,124,7376
01/02/2024,TM-055    ,445,222.5,6511.2,159.2,6352
01/02/2024,TM-056    ,470,235,6879.6,143.6,6736
01/02/2024,TM-057    ,425,212.5,6139.2,187.2,5952
01/02/2024,TM-058    ,480,240,6956.8,188.8,6768
01/02/2024,TM-059    ,557,278.5,8108.8,188.8,7920
01/02/2024,TM-060    ,528,264,7666.4,274.4,7392
01/02/2024,TM-072    ,452,226,6534.4,198.4,6336
01/02/2024,TM-073    ,490,245,7162,122,7040
01/03/2024,AM-01     ,1769,884.5,7807.04,239.2,7567.84
01/03/2024,AM-02     ,1606,803,7053.28,223.2,6830.08
01/03/2024,AM-03     ,766,383,6921.53,666.25,6255.28
01/03/2024,AM-04     ,749,374.5,7088.51,455.26,6633.25
01/03/2024,AM-046    ,8,4,256,64,192
01/03/2024,AM-047    ,30,15,111.67,3.5,108.17
01/03/2024,AM-05     ,755,377.5,6279.7,332.95,5946.75
01/03/2024,AM-056    ,8,4,192.8,0.8,192
01/03/2024,AM-06     ,747,373.5,6513.19,573.41,5939.78
01/03/2024,AM-07     ,72,36,548.1,62.9,485.2
01/03/2024,AM-08     ,1128,564,7954.8,591.8,7363
01/03/2024,AM-09     ,170,85,2347.26,247.75,2099.51
01/03/2024,AM-10     ,572,286,10629.67,1484.7,9144.97
01/03/2024,AM-11     ,22,11,100.6,15.4,85.2
01/03/2024,AM-12     ,960,480,4533.36,602.51,3930.85
01/03/2024,AM-13     ,533,266.5,9233.76,1254.6,7979.16
01/03/2024,AM-14     ,543,271.5,4684.04,416.15,4267.89
01/03/2024,AM-15     ,521,260.5,15708.9,1340.45,14368.45
01/03/2024,AM-16     ,49,24.5,1001.93,117.05,884.88
01/03/2024,AM-17     ,581,290.5,9039.24,894.85,8144.39
01/03/2024,AM-18     ,481,240.5,7196.12,958.48,6237.64
01/03/2024,AM-19     ,454,227,7367.66,855,6512.66
01/03/2024,AM-20     ,438,219,7748.26,1162.65,6585.61
01/03/2024,AM-21     ,498,249,8661.08,784.9,7876.18
01/03/2024,AM-22     ,545,272.5,9288.43,987.45,8300.98
01/03/2024,AM-23     ,456,228,8630.01,1333.8,7296.21
01/03/2024,AM-24     ,563,281.5,9185.55,1149.6,8035.95
01/03/2024,AM-25     ,217,108.5,3576.7,323.2,3253.5
01/03/2024,AM-26     ,531,265.5,6063.99,536.26,5527.73
01/03/2024,AM-27     ,460,230,6312.86,580.2,5732.66
01/03/2024,AM-28     ,579,289.5,6984.09,720.98,6263.11
01/03/2024,AM-29     ,571,285.5,7619.41,725.6,6893.81
01/03/2024,AM-30     ,581,290.5,8230.97,886.95,7344.02
01/03/2024,AM-31     ,631,315.5,8137.36,706.05,7431.31
01/03/2024,AM-32     ,627,313.5,8070.26,678.4,7391.86
01/03/2024,AM-33     ,694,347,8244.74,706.06,7538.68
01/03/2024,AM-34     ,529,264.5,13819.84,1857.1,11962.74
